343623 [0.5425636401391906, 0.12193716481337402, 0.3865100614607536, 0.05961241043791123, 0.9204669864133584, 0.09613280673308588]
924448 [0.5521105553345347, 0.09042625052391051, 0.263507763730211, 0.04210973060426743, 0.4539012685122872, 0.11313581497576519]
1145785 [0.6201692364860764, 0.11165686893951976, 0.3890832108563088, 0.04819786088601088, 0.8527435029722985, 0.17137462151812688]
1511241 [0.5448577874875025, 0.11440733166566075, 0.384602950863399, 0.05431939908895728, 0.9600412811794108, 0.130356838348612]
2106520 [0.4238435914821517, 0.09120583518839986, 0.30490390858927374, 0.031552037973678004, 0.6037794828894342, 0.09428253488333338]
2522448 [0.4447810470014172, 0.050764437255474304, 0.1570285595049199, 0.024568177862077743, 0.13645205298377094, 0.0639345331213933]
3023922 [0.48943301393836114, 0.10677027570689435, 0.34308968461216194, 0.03552248490497687, 0.7403567473783331, 0.134250763468441]
3678684 [0.5331781859965351, 0.12006789809625618, 0.4436208204036982, 0.053913676373581285, 0.9757004455037588, 0.1634146563426987]
3765465 [0.5435697661138328, 0.09404280889205852, 0.28780568733461387, 0.03717094905972931, 0.5115220802452192, 0.12709387747322864]
4136785 [0.48744862970432595, 0.11945027151874599, 0.4196709296417661, 0.040699140989211145, 0.9897949703097247, 0.10748186631805656]
