311639 [0.7107256015284841, 0.14110951905836522, 0.481918007683266, 0.04930382422247215, 0.8452153288832683, 0.1879839006244579]
508074 [0.5896138347619575, 0.12397753762638242, 0.39718700122741235, 0.030782222220945343, 0.8440695224728596, 0.14422446764665509]
591444 [0.7276670805605222, 0.10582947563474387, 0.33794970182400386, 0.04153218645514084, 0.5791928901714933, 0.1309823347797634]
787345 [0.6281882285563475, 0.1378496199832665, 0.4267234627061792, 0.07110237267718317, 0.9678900970004329, 0.17298228756522982]
1819907 [0.5306865613561267, 0.10527819819039119, 0.3307842779372604, 0.04057571540510635, 0.6912654951460856, 0.11451715626074521]
2456898 [0.5396455529932335, 0.11488538448942287, 0.40841974056137376, 0.054349864554287974, 0.796683294346922, 0.1498117459946835]
2599012 [0.7045608687286928, 0.1307079939411927, 0.4140778088811954, 0.04510536173869317, 0.9371461494363682, 0.10849162404689816]
3095071 [0.4974589513209813, 0.10007180896082157, 0.3279722627689081, 0.028863933998908187, 0.8062450034767327, 0.10221241088139688]
3674797 [0.7353758199550345, 0.11073099928177332, 0.3717622327079031, 0.04108662122495316, 0.8025300482152232, 0.09513826666676106]
4509575 [0.44521755916957767, 0.10688224303196003, 0.4051527605080536, 0.04567092173579784, 0.931456501660149, 0.10429000365285701]
