110599 [0.40024550201086984, 0.10373682023374609, 0.37932449356409415, 0.045247878367118605, 0.9442560973204017, 0.09790331350052017]
491204 [0.4062358699186336, 0.1097152369167066, 0.4127942947467612, 0.025808818780178, 0.9669762870563682, 0.15396374187402428]
6209399 [0.4083939773412063, 0.08409560011223838, 0.2869230195460887, 0.030906806715507582, 0.7301639177672354, 0.09645270884164014]
17936451 [0.39827674324730367, 0.08729377745201083, 0.339552414335077, 0.029080164024021936, 0.7770885639772124, 0.08317340365702508]
18192096 [0.4097839886602644, 0.08268314667254095, 0.27528874817974225, 0.03653878929415941, 0.6300115487687384, 0.10262291837001924]
20286609 [0.4430287942928253, 0.11161757207665868, 0.4182474140148027, 0.02484324848932924, 0.9991962256456957, 0.1406600623145543]
24700118 [0.4270225099027959, 0.10392800267176572, 0.3834097314719461, 0.021201796647795878, 0.9180228111694522, 0.15715664212794078]
29756838 [0.4078582511214621, 0.11085635393775417, 0.35410428691241413, 0.01972281829377157, 0.9217961808939736, 0.10490256236910622]
31516337 [0.4428760267315605, 0.09900455762650329, 0.31208224720316813, 0.01910003039245478, 0.6928049769747365, 0.08423276038902483]
37862992 [0.44284971391359507, 0.1026562297483854, 0.34331759450067423, 0.04394075811954091, 0.9017667302571326, 0.09433432680036002]
