,Step,C,H2,CO,CO2,H20,CH4
0,217113.0,0.411,0.103,0.319,0.031,0.777,0.1
1,248064.0,0.641,0.096,0.307,0.033,0.567,0.123
2,1046272.0,0.741,0.08,0.247,0.03,0.176,0.072
3,1075170.0,0.565,0.096,0.334,0.05,0.683,0.127
4,1213970.0,0.737,0.111,0.376,0.029,0.675,0.152
5,1272328.0,0.595,0.085,0.27,0.019,0.498,0.077
6,1313088.0,0.471,0.099,0.297,0.035,0.67,0.087
7,1498719.0,0.755,0.113,0.398,0.053,0.76,0.127
8,1711752.0,0.672,0.144,0.43,0.065,0.989,0.185
9,1812064.0,0.439,0.102,0.369,0.022,0.882,0.092
