,Step,C,H2,CO,CO2,H20,CH4
0,343623.0,0.543,0.122,0.387,0.06,0.92,0.096
1,924448.0,0.552,0.09,0.264,0.042,0.454,0.113
2,1145785.0,0.62,0.112,0.389,0.048,0.853,0.171
3,1511241.0,0.545,0.114,0.385,0.054,0.96,0.13
4,2106520.0,0.424,0.091,0.305,0.032,0.604,0.094
5,2522448.0,0.445,0.051,0.157,0.025,0.136,0.064
6,3023922.0,0.489,0.107,0.343,0.036,0.74,0.134
7,3678684.0,0.533,0.12,0.444,0.054,0.976,0.163
8,3765465.0,0.544,0.094,0.288,0.037,0.512,0.127
9,4136785.0,0.487,0.119,0.42,0.041,0.99,0.107
