,Step,C,H2,CO,CO2,H20,CH4
0,157168.0,0.439,0.086,0.295,0.026,0.689,0.121
1,197917.0,0.442,0.093,0.309,0.018,0.811,0.098
2,477678.0,0.508,0.121,0.392,0.061,0.948,0.13
3,830969.0,0.491,0.102,0.38,0.044,0.852,0.101
4,1740086.0,0.486,0.108,0.363,0.021,0.89,0.11
5,2501877.0,0.432,0.1,0.341,0.028,0.903,0.117
6,3382354.0,0.462,0.102,0.326,0.03,0.769,0.125
7,4264716.0,0.448,0.083,0.277,0.016,0.566,0.09
8,4538802.0,0.407,0.095,0.311,0.025,0.671,0.115
9,6286767.0,0.479,0.113,0.436,0.065,0.994,0.162
