,Step,C,H2,CO,CO2,H20,CH4
0,13371.0,0.412,0.12,0.374,0.061,0.972,0.109
1,254879.0,0.61,0.122,0.418,0.053,0.991,0.164
2,437907.0,0.747,0.145,0.422,0.048,0.952,0.153
3,454920.0,0.761,0.109,0.427,0.058,0.7,0.107
4,1670597.0,0.641,0.085,0.278,0.041,0.333,0.1
5,1706052.0,0.725,0.151,0.496,0.045,0.996,0.117
6,2333477.0,0.747,0.13,0.441,0.06,0.763,0.097
7,2372034.0,0.625,0.109,0.353,0.031,0.736,0.127
8,2418831.0,0.768,0.106,0.399,0.057,0.612,0.144
9,2431560.0,0.644,0.107,0.333,0.051,0.687,0.125
